host_since,neighbourhood,city,accommodates,price
2016-06-05,Enclos-St-Laurent,Paris,2,57
2016-11-24,Vaugirard,Paris,2,40
2017-02-14,Buttes-Montmartre,Paris,2,110
2014-10-23,Opera,Paris,2,100
2016-02-06,Menilmontant,Paris,2,55
2012-12-23,Passy,Paris,2,100
2014-04-09,Batignolles-Monceau,Paris,2,139
2014-07-06,Gobelins,Paris,2,60
2015-03-08,Buttes-Montmartre,Paris,2,50
2015-05-04,Passy,Paris,2,90
2014-12-13,Buttes-Chaumont,Paris,2,80
2016-06-16,Buttes-Montmartre,Paris,2,80
2015-07-06,Opera,Paris,2,85
2012-03-13,Bourse,Paris,2,150
2015-01-28,Buttes-Montmartre,Paris,2,60
2013-07-29,Louvre,Paris,2,140
2014-08-22,Buttes-Chaumont,Paris,2,65
2016-11-19,Bourse,Paris,2,95
2014-08-11,Buttes-Montmartre,Paris,2,50
2016-04-10,Buttes-Montmartre,Paris,2,115
2019-03-27,Enclos-St-Laurent,Paris,2,80
2012-12-03,Buttes-Montmartre,Paris,2,99
2015-07-26,Buttes-Montmartre,Paris,2,70
2014-05-09,Menilmontant,Paris,2,60
2019-08-31,Popincourt,Paris,2,80
2015-08-14,Popincourt,Paris,2,60
2013-08-19,Batignolles-Monceau,Paris,2,110
2013-05-21,Buttes-Montmartre,Paris,2,92
2015-07-17,Menilmontant,Paris,2,50
2013-10-11,Popincourt,Paris,2,110
2016-01-30,Popincourt,Paris,2,45
2016-07-15,Temple,Paris,2,80
2019-01-21,Enclos-St-Laurent,Paris,2,70
2013-04-24,Observatoire,Paris,2,80
2014-07-16,Buttes-Chaumont,Paris,2,70
2014-09-14,Batignolles-Monceau,Paris,2,70
2013-06-06,Batignolles-Monceau,Paris,2,35
2016-04-10,Pantheon,Paris,2,110
2015-10-21,Batignolles-Monceau,Paris,2,64
2012-06-13,Enclos-St-Laurent,Paris,2,60
2014-09-02,Popincourt,Paris,2,50
2014-08-25,Reuilly,Paris,2,75
2012-08-07,Gobelins,Paris,2,40
2016-01-22,Hotel-de-Ville,Paris,2,70
2017-03-07,Pantheon,Paris,2,111
2017-01-11,Popincourt,Paris,2,80
2016-04-24,Vaugirard,Paris,2,90
2016-03-10,Reuilly,Paris,2,22
2015-09-28,Reuilly,Paris,2,40
2017-02-07,Buttes-Montmartre,Paris,2,30
2013-08-27,Vaugirard,Paris,2,75
2013-07-01,Popincourt,Paris,2,90
2016-06-20,Buttes-Montmartre,Paris,2,65
2015-01-06,Buttes-Chaumont,Paris,2,20
2013-09-15,Popincourt,Paris,2,45
2014-06-23,Popincourt,Paris,2,70
2016-11-10,Enclos-St-Laurent,Paris,2,65
2014-06-13,Popincourt,Paris,2,85
2014-12-08,Popincourt,Paris,2,75
2011-12-13,Popincourt,Paris,2,55
2013-07-14,Popincourt,Paris,2,80
2013-08-09,Popincourt,Paris,2,60
2014-03-17,Bourse,Paris,2,100
2014-05-03,Opera,Paris,2,35
2013-08-19,Luxembourg,Paris,2,80
2012-08-08,Vaugirard,Paris,2,85
2014-07-22,Buttes-Montmartre,Paris,2,250
2014-12-17,Popincourt,Paris,2,45
2015-02-19,Hotel-de-Ville,Paris,2,70
2014-05-17,Hotel-de-Ville,Paris,2,69
2015-03-25,Observatoire,Paris,2,80
2015-04-28,Pantheon,Paris,2,65
2014-03-03,Vaugirard,Paris,2,85
2013-02-26,Popincourt,Paris,2,70
2015-07-29,Vaugirard,Paris,2,95
2015-07-31,Buttes-Montmartre,Paris,2,90
2015-01-17,Observatoire,Paris,2,60
2015-08-24,Opera,Paris,2,105
2014-08-26,Louvre,Paris,2,91
2014-08-26,Luxembourg,Paris,2,69
2013-07-05,Popincourt,Paris,2,85
2015-11-30,Popincourt,Paris,2,80
2015-12-02,Popincourt,Paris,2,60
2015-12-07,Pantheon,Paris,2,75
2015-04-25,Buttes-Montmartre,Paris,2,85
2014-06-22,Pantheon,Paris,2,45
2014-05-05,Gobelins,Paris,2,110
2016-02-17,Opera,Paris,2,45
2013-10-08,Menilmontant,Paris,2,55
2015-02-25,Batignolles-Monceau,Paris,2,50
2013-08-14,Opera,Paris,2,48
2016-02-15,Opera,Paris,2,120
2013-03-25,Opera,Paris,2,65
2015-07-22,Passy,Paris,2,76
2016-03-20,Buttes-Montmartre,Paris,2,50
2013-05-09,Menilmontant,Paris,2,62
2016-01-28,Menilmontant,Paris,2,60
2016-03-21,Observatoire,Paris,2,129
2015-12-01,Popincourt,Paris,2,97
2016-05-24,Enclos-St-Laurent,Paris,2,50
2014-07-25,Popincourt,Paris,2,90
2012-07-04,Menilmontant,Paris,2,61
2012-07-25,Enclos-St-Laurent,Paris,2,58
2016-07-14,Buttes-Montmartre,Paris,2,55
2012-07-11,Enclos-St-Laurent,Paris,2,49
2015-07-30,Batignolles-Monceau,Paris,2,60
2013-12-01,Vaugirard,Paris,2,50
2015-04-23,Vaugirard,Paris,2,50
2016-10-05,Temple,Paris,2,60
2016-06-23,Buttes-Montmartre,Paris,2,140
2013-09-27,Batignolles-Monceau,Paris,2,60
2013-08-18,Palais-Bourbon,Paris,2,60
2013-07-09,Enclos-St-Laurent,Paris,2,40
2016-07-13,Reuilly,Paris,2,85
2013-04-10,Buttes-Chaumont,Paris,2,65
2014-04-16,Batignolles-Monceau,Paris,2,90
2012-02-08,Opera,Paris,2,60
2014-10-20,Batignolles-Monceau,Paris,2,80
2015-09-08,Vaugirard,Paris,2,60
2016-07-03,Buttes-Montmartre,Paris,2,46
2014-04-18,Enclos-St-Laurent,Paris,2,83
2016-09-22,Vaugirard,Paris,2,60
2013-04-17,Bourse,Paris,2,65
2017-03-20,Reuilly,Paris,2,70
2015-08-15,Popincourt,Paris,2,70
2017-10-27,Popincourt,Paris,2,70
2015-12-31,Vaugirard,Paris,2,40
2017-11-08,Pantheon,Paris,2,73
2017-12-04,Vaugirard,Paris,2,105
2014-04-05,Batignolles-Monceau,Paris,2,53
2014-03-03,Temple,Paris,2,90
2012-05-25,Louvre,Paris,2,90
2017-11-26,Passy,Paris,2,80
2014-07-07,Hotel-de-Ville,Paris,2,77
2015-08-15,Enclos-St-Laurent,Paris,2,55
2015-11-05,Observatoire,Paris,2,85
2015-06-20,Reuilly,Paris,2,65
2014-07-21,Luxembourg,Paris,2,60
2018-06-26,Batignolles-Monceau,Paris,2,100
2015-05-12,Batignolles-Monceau,Paris,2,99
2013-12-10,Hotel-de-Ville,Paris,2,100
2014-06-19,Buttes-Montmartre,Paris,2,70
2015-09-07,Enclos-St-Laurent,Paris,2,90
2017-05-17,Opera,Paris,2,70
2014-11-30,Enclos-St-Laurent,Paris,2,100
2014-05-18,Enclos-St-Laurent,Paris,2,100
2015-05-02,Pantheon,Paris,2,30
2015-04-21,Buttes-Montmartre,Paris,2,75
2016-01-19,Vaugirard,Paris,2,100
2019-02-22,Enclos-St-Laurent,Paris,2,90
2013-12-25,Pantheon,Paris,2,95
2016-05-04,Passy,Paris,2,65
2019-07-30,Popincourt,Paris,2,82
2015-06-09,Palais-Bourbon,Paris,2,110
2013-07-03,Batignolles-Monceau,Paris,2,50
2014-07-07,Palais-Bourbon,Paris,2,65
2014-08-03,Buttes-Montmartre,Paris,2,54
2014-12-08,Elysee,Paris,2,45
2014-07-11,Batignolles-Monceau,Paris,2,65
2014-10-13,Observatoire,Paris,2,49
2014-06-26,Buttes-Montmartre,Paris,2,70
2014-12-26,Batignolles-Monceau,Paris,2,80
2015-07-02,Reuilly,Paris,2,68
2014-04-02,Buttes-Chaumont,Paris,2,60
2012-03-09,Buttes-Chaumont,Paris,2,44
2012-05-03,Reuilly,Paris,2,65
2015-09-11,Popincourt,Paris,2,72
2013-02-27,Opera,Paris,2,60
2014-01-02,Batignolles-Monceau,Paris,2,90
2014-06-15,Buttes-Montmartre,Paris,2,80
2015-02-28,Enclos-St-Laurent,Paris,2,59
2014-04-20,Popincourt,Paris,2,55
2014-06-10,Buttes-Chaumont,Paris,2,45
2016-06-15,Batignolles-Monceau,Paris,2,65
2015-04-02,Palais-Bourbon,Paris,2,50
2015-08-05,Vaugirard,Paris,2,60
2016-03-09,Enclos-St-Laurent,Paris,2,130
2013-11-19,Palais-Bourbon,Paris,2,89
2015-11-25,Buttes-Montmartre,Paris,2,46
2015-02-13,Popincourt,Paris,2,58
2017-10-03,Hotel-de-Ville,Paris,2,80
2014-07-24,Temple,Paris,2,50
2015-04-12,Popincourt,Paris,2,58
2016-09-22,Opera,Paris,2,150
2015-07-15,Popincourt,Paris,2,80
2012-04-10,Popincourt,Paris,2,95
2014-09-29,Menilmontant,Paris,2,86
2016-01-04,Buttes-Montmartre,Paris,2,70
2013-12-11,Buttes-Montmartre,Paris,2,60
2016-03-26,Menilmontant,Paris,2,73
2015-08-25,Bourse,Paris,2,110
2014-03-26,Enclos-St-Laurent,Paris,2,60
2018-09-01,Observatoire,Paris,2,90
2016-03-18,Buttes-Montmartre,Paris,2,80
2016-04-28,Gobelins,Paris,2,50
2014-01-05,Buttes-Chaumont,Paris,2,75
2014-05-07,Temple,Paris,2,90
2014-05-21,Popincourt,Paris,2,56
2014-01-27,Buttes-Chaumont,Paris,2,69
2011-07-06,Temple,Paris,2,149
2016-03-03,Buttes-Montmartre,Paris,2,300
2017-08-01,Buttes-Montmartre,Paris,2,65
2016-02-09,Bourse,Paris,2,280
2016-01-27,Buttes-Montmartre,Paris,2,95
2015-07-21,Vaugirard,Paris,2,90
2018-03-09,Vaugirard,Paris,2,80
2018-06-06,Buttes-Montmartre,Paris,2,80
2015-04-01,Popincourt,Paris,2,80
2015-02-13,Popincourt,Paris,2,80
2016-02-11,Bourse,Paris,2,140
2015-09-16,Buttes-Montmartre,Paris,2,68
2014-01-29,Buttes-Montmartre,Paris,2,70
2015-12-15,Popincourt,Paris,2,100
2012-09-27,Observatoire,Paris,2,78
2014-02-20,Temple,Paris,2,110
2014-03-04,Louvre,Paris,2,125
2014-04-14,Bourse,Paris,2,80
2014-07-13,Palais-Bourbon,Paris,2,78
2013-11-29,Reuilly,Paris,2,60
2014-09-20,Passy,Paris,2,65
2015-03-07,Batignolles-Monceau,Paris,2,109
2015-05-02,Reuilly,Paris,2,51
2015-04-26,Buttes-Montmartre,Paris,2,50
2016-03-06,Buttes-Montmartre,Paris,2,75
2015-11-09,Temple,Paris,2,75
2015-05-04,Popincourt,Paris,2,80
2015-05-31,Vaugirard,Paris,2,58
2016-03-13,Batignolles-Monceau,Paris,2,120
2014-06-20,Buttes-Montmartre,Paris,2,99
2016-09-19,Opera,Paris,2,120
2016-08-06,Reuilly,Paris,2,80
2015-11-13,Vaugirard,Paris,2,83
2016-12-14,Gobelins,Paris,2,60
2015-01-10,Popincourt,Paris,2,30
2013-05-30,Hotel-de-Ville,Paris,2,68
2012-07-10,Enclos-St-Laurent,Paris,2,110
2011-10-11,Popincourt,Paris,2,70
2016-04-30,Pantheon,Paris,2,125
2015-02-04,Opera,Paris,2,60
2011-10-31,Opera,Paris,2,80
2016-02-29,Batignolles-Monceau,Paris,2,70
2017-11-23,Batignolles-Monceau,Paris,2,85
2018-04-06,Passy,Paris,2,85
2016-06-05,Observatoire,Paris,2,50
2014-06-11,Opera,Paris,2,110
2018-06-14,Menilmontant,Paris,2,75
2015-02-16,Vaugirard,Paris,2,70
2018-11-18,Reuilly,Paris,2,133
2015-01-20,Vaugirard,Paris,2,70
2013-07-28,Observatoire,Paris,2,90
2016-08-12,Popincourt,Paris,2,85
2011-07-13,Popincourt,Paris,2,70
2014-01-08,Hotel-de-Ville,Paris,2,90
2015-03-26,Luxembourg,Paris,2,100
2015-06-21,Observatoire,Paris,2,59
2015-06-24,Observatoire,Paris,2,65
2014-07-07,Batignolles-Monceau,Paris,2,55
2015-10-22,Passy,Paris,2,150
2016-01-19,Pantheon,Paris,2,120
2013-02-18,Observatoire,Paris,2,50
2016-05-02,Palais-Bourbon,Paris,2,70
2015-10-12,Menilmontant,Paris,2,60
2015-05-26,Enclos-St-Laurent,Paris,2,60
2017-03-12,Pantheon,Paris,2,89
2015-02-05,Reuilly,Paris,2,69
2012-06-21,Buttes-Chaumont,Paris,2,80
2017-03-22,Popincourt,Paris,2,55
2013-11-27,Reuilly,Paris,2,50
2017-08-18,Temple,Paris,2,66
2013-08-23,Buttes-Chaumont,Paris,2,50
2015-02-22,Palais-Bourbon,Paris,2,80
2012-06-04,Observatoire,Paris,2,96
2016-01-27,Opera,Paris,2,80
2012-07-30,Elysee,Paris,2,90
2012-04-15,Batignolles-Monceau,Paris,2,65
2015-10-07,Vaugirard,Paris,2,85
2012-05-11,Menilmontant,Paris,2,75
2014-03-25,Popincourt,Paris,2,85
2013-10-10,Vaugirard,Paris,2,120
2017-04-24,Buttes-Montmartre,Paris,2,70
2013-06-02,Batignolles-Monceau,Paris,2,98
2012-12-01,Menilmontant,Paris,2,79
2015-05-29,Observatoire,Paris,2,85
2015-02-10,Popincourt,Paris,2,65
2015-06-05,Hotel-de-Ville,Paris,2,145
2014-01-29,Vaugirard,Paris,2,100
2012-06-25,Hotel-de-Ville,Paris,2,85
2013-10-21,Popincourt,Paris,2,93
2013-12-21,Buttes-Chaumont,Paris,2,60
2014-01-18,Batignolles-Monceau,Paris,2,106
2014-04-25,Vaugirard,Paris,2,47
2014-03-11,Opera,Paris,2,140
2014-05-29,Enclos-St-Laurent,Paris,2,60
2012-06-26,Observatoire,Paris,2,59
2014-07-08,Pantheon,Paris,2,67
2014-03-11,Reuilly,Paris,2,70
2014-06-24,Vaugirard,Paris,2,120
2014-04-15,Opera,Paris,2,71
2014-11-25,Pantheon,Paris,2,100
2014-06-13,Bourse,Paris,2,100
2013-12-18,Popincourt,Paris,2,50
2015-01-31,Reuilly,Paris,2,75
2015-01-04,Enclos-St-Laurent,Paris,2,65
2013-09-17,Popincourt,Paris,2,90
2013-08-21,Gobelins,Paris,2,86
2012-09-13,Buttes-Montmartre,Paris,2,65
2015-04-08,Popincourt,Paris,2,65
2012-09-04,Opera,Paris,2,88
2014-07-07,Batignolles-Monceau,Paris,2,131
2014-11-03,Buttes-Montmartre,Paris,2,70
2014-10-10,Bourse,Paris,2,48
2013-06-27,Bourse,Paris,2,89
2013-08-23,Batignolles-Monceau,Paris,2,69
2015-04-21,Temple,Paris,2,70
2015-07-05,Menilmontant,Paris,2,30
2015-02-13,Vaugirard,Paris,2,75
2015-07-30,Buttes-Montmartre,Paris,2,60
2013-07-11,Batignolles-Monceau,Paris,2,50
2015-03-10,Popincourt,Paris,2,68
2014-06-23,Vaugirard,Paris,2,100
2015-05-28,Bourse,Paris,2,100
2013-06-13,Observatoire,Paris,2,70
2015-10-21,Pantheon,Paris,2,58
2015-10-29,Observatoire,Paris,2,72
2012-08-14,Opera,Paris,2,60
2015-06-03,Temple,Paris,2,85
2016-01-17,Opera,Paris,2,65
2016-02-02,Menilmontant,Paris,2,90
2013-11-09,Enclos-St-Laurent,Paris,2,49
2015-06-28,Menilmontant,Paris,2,70
2015-03-30,Popincourt,Paris,2,70
2013-11-06,Buttes-Montmartre,Paris,2,60
2016-02-21,Vaugirard,Paris,2,68
2016-03-05,Louvre,Paris,2,140
2016-03-09,Bourse,Paris,2,100
2015-02-24,Pantheon,Paris,2,65
2016-03-10,Bourse,Paris,2,99
2015-05-25,Palais-Bourbon,Paris,2,45
2014-10-14,Palais-Bourbon,Paris,2,75
2013-01-16,Temple,Paris,2,60
2015-07-02,Popincourt,Paris,2,50
2015-01-19,Vaugirard,Paris,2,60
2013-04-30,Buttes-Montmartre,Paris,2,97
2015-06-11,Palais-Bourbon,Paris,2,59
2015-02-01,Buttes-Montmartre,Paris,2,60
2016-05-21,Gobelins,Paris,2,95
2015-01-11,Popincourt,Paris,2,80
2014-06-29,Enclos-St-Laurent,Paris,2,50
2013-03-01,Popincourt,Paris,2,65
2012-07-29,Batignolles-Monceau,Paris,2,50
2014-07-17,Bourse,Paris,2,65
2013-06-02,Opera,Paris,2,84
2014-06-23,Buttes-Montmartre,Paris,2,40
2013-04-26,Popincourt,Paris,2,58
2014-01-29,Enclos-St-Laurent,Paris,2,140
2014-07-15,Enclos-St-Laurent,Paris,2,100
2012-05-08,Enclos-St-Laurent,Paris,2,80
2015-01-15,Popincourt,Paris,2,70
2017-05-04,Bourse,Paris,2,68
2012-06-16,Popincourt,Paris,2,80
2016-01-07,Elysee,Paris,2,70
2013-09-01,Buttes-Montmartre,Paris,2,65
2015-03-08,Pantheon,Paris,2,65
2014-03-09,Enclos-St-Laurent,Paris,2,75
2016-02-08,Reuilly,Paris,2,79
2016-05-07,Observatoire,Paris,2,85
2013-11-27,Louvre,Paris,2,170
2013-11-06,Buttes-Montmartre,Paris,2,79
2015-08-23,Popincourt,Paris,2,45
2017-01-07,Menilmontant,Paris,2,60
2015-10-01,Passy,Paris,2,44
2013-04-19,Buttes-Montmartre,Paris,2,95
2017-11-03,Reuilly,Paris,2,65
2016-04-17,Bourse,Paris,2,95
2014-09-02,Batignolles-Monceau,Paris,2,80
2017-12-27,Temple,Paris,2,260
2014-04-27,Buttes-Montmartre,Paris,2,95
2015-01-24,Observatoire,Paris,2,60
2018-01-21,Buttes-Montmartre,Paris,2,40
2015-05-11,Temple,Paris,2,135
2015-01-14,Popincourt,Paris,2,95
2014-03-04,Vaugirard,Paris,2,65
2018-04-21,Opera,Paris,2,60
2011-08-25,Buttes-Montmartre,Paris,2,76
2014-12-12,Gobelins,Paris,2,70
2016-01-21,Gobelins,Paris,2,95
2015-08-31,Louvre,Paris,2,53
2018-06-19,Vaugirard,Paris,2,164
2018-06-29,Opera,Paris,2,93
2014-04-27,Temple,Paris,2,153
2014-07-10,Popincourt,Paris,2,100
2015-07-19,Enclos-St-Laurent,Paris,2,90
2016-05-13,Buttes-Montmartre,Paris,2,50
2014-03-13,Batignolles-Monceau,Paris,2,55
2011-06-27,Enclos-St-Laurent,Paris,2,90
2013-08-04,Luxembourg,Paris,2,90
2016-11-07,Opera,Paris,2,75
2012-06-18,Opera,Paris,2,80
2016-07-27,Menilmontant,Paris,2,59
2013-11-11,Popincourt,Paris,2,85
2013-03-11,Batignolles-Monceau,Paris,2,30
2015-07-14,Buttes-Montmartre,Paris,2,45
2016-03-12,Reuilly,Paris,2,65
2015-06-10,Buttes-Montmartre,Paris,2,65
2019-02-27,Reuilly,Paris,2,70
2015-07-05,Opera,Paris,2,99
2012-07-12,Menilmontant,Paris,2,100
2015-12-03,Gobelins,Paris,2,78
2011-10-12,Popincourt,Paris,2,70
2014-07-27,Buttes-Chaumont,Paris,2,70
2013-08-09,Popincourt,Paris,2,79
2016-07-29,Observatoire,Paris,2,79
2013-08-10,Buttes-Montmartre,Paris,2,50
2013-12-08,Vaugirard,Paris,2,110
2018-05-15,Palais-Bourbon,Paris,2,125
2019-10-28,Vaugirard,Paris,2,82
2013-07-26,Vaugirard,Paris,2,50
2014-04-30,Vaugirard,Paris,2,80
2013-04-24,Popincourt,Paris,2,42
2014-07-01,Opera,Paris,2,113
2013-04-17,Reuilly,Paris,2,59
2014-06-17,Enclos-St-Laurent,Paris,2,80
2013-09-26,Opera,Paris,2,70
2012-11-26,Popincourt,Paris,2,55
2015-03-05,Enclos-St-Laurent,Paris,2,75
2014-06-25,Enclos-St-Laurent,Paris,2,91
2014-05-08,Hotel-de-Ville,Paris,2,85
2013-09-01,Hotel-de-Ville,Paris,2,90
2015-09-16,Vaugirard,Paris,2,85
2015-11-10,Opera,Paris,2,60
2013-05-31,Hotel-de-Ville,Paris,2,120
2014-03-17,Vaugirard,Paris,2,60
2012-06-08,Bourse,Paris,2,50
2013-08-30,Popincourt,Paris,2,85
2016-10-29,Enclos-St-Laurent,Paris,2,50
2014-05-29,Temple,Paris,2,50
2015-08-05,Hotel-de-Ville,Paris,2,149
2014-06-05,Buttes-Montmartre,Paris,2,200
2013-01-18,Batignolles-Monceau,Paris,2,60
2018-05-23,Buttes-Chaumont,Paris,2,80
2017-02-06,Passy,Paris,2,110
2014-02-20,Temple,Paris,2,100
2017-09-10,Pantheon,Paris,2,149
2014-08-27,Reuilly,Paris,2,50
2014-08-10,Temple,Paris,2,135
2014-09-28,Luxembourg,Paris,2,90
2013-06-05,Temple,Paris,2,31
2019-11-08,Opera,Paris,2,75
2020-01-14,Buttes-Chaumont,Paris,2,88
2015-05-31,Menilmontant,Paris,2,50
2013-05-25,Enclos-St-Laurent,Paris,2,37
2013-01-04,Bourse,Paris,2,60
2014-10-08,Menilmontant,Paris,2,48
2016-05-04,Enclos-St-Laurent,Paris,2,30
2012-12-05,Buttes-Montmartre,Paris,2,48
2013-07-18,Opera,Paris,2,25
2017-06-12,Buttes-Chaumont,Paris,2,63
2015-12-06,Popincourt,Paris,2,37
2014-04-23,Buttes-Montmartre,Paris,2,73
2015-08-25,Buttes-Chaumont,Paris,2,50
2018-07-02,Enclos-St-Laurent,Paris,2,65
2014-04-06,Buttes-Chaumont,Paris,2,55
2013-03-02,Observatoire,Paris,2,56
2012-07-13,Buttes-Chaumont,Paris,2,55
2013-07-21,Enclos-St-Laurent,Paris,2,89
2013-11-05,Buttes-Montmartre,Paris,2,55
2014-05-18,Vaugirard,Paris,2,120
2014-08-13,Vaugirard,Paris,2,80
2014-03-30,Enclos-St-Laurent,Paris,2,70
2012-04-02,Buttes-Montmartre,Paris,2,59
2013-03-08,Batignolles-Monceau,Paris,2,65
2014-12-25,Buttes-Montmartre,Paris,2,50
2015-01-21,Menilmontant,Paris,2,59
2015-02-10,Popincourt,Paris,2,65
2015-05-03,Buttes-Montmartre,Paris,2,80
2012-07-22,Enclos-St-Laurent,Paris,2,100
2012-01-16,Popincourt,Paris,2,55
2015-06-20,Reuilly,Paris,2,60
2015-07-08,Buttes-Montmartre,Paris,2,55
2015-07-11,Hotel-de-Ville,Paris,2,80
2015-07-08,Menilmontant,Paris,2,49
2014-08-04,Popincourt,Paris,2,62
2015-07-19,Menilmontant,Paris,2,40
2011-04-26,Menilmontant,Paris,2,60
2012-10-13,Buttes-Montmartre,Paris,2,65
2013-07-18,Buttes-Montmartre,Paris,2,50
2012-07-29,Buttes-Montmartre,Paris,2,52
2015-10-15,Reuilly,Paris,2,44
2015-11-07,Menilmontant,Paris,2,50
2013-07-02,Popincourt,Paris,2,65
2012-12-17,Opera,Paris,2,60
2013-12-29,Menilmontant,Paris,2,54
2014-08-29,Popincourt,Paris,2,45
2015-12-14,Batignolles-Monceau,Paris,2,150
2014-07-24,Buttes-Montmartre,Paris,2,55
2016-04-13,Buttes-Montmartre,Paris,2,45
2016-03-12,Observatoire,Paris,2,70
2016-05-03,Buttes-Montmartre,Paris,2,38
2013-04-30,Buttes-Montmartre,Paris,2,45
2013-06-26,Popincourt,Paris,2,60
2015-07-11,Batignolles-Monceau,Paris,2,72
2014-06-30,Buttes-Montmartre,Paris,2,40
2015-10-13,Observatoire,Paris,2,50
2016-03-31,Vaugirard,Paris,2,50
2014-08-04,Batignolles-Monceau,Paris,2,70
2014-05-03,Gobelins,Paris,2,50
2014-02-24,Buttes-Montmartre,Paris,2,100
2015-06-02,Buttes-Montmartre,Paris,2,90
2015-11-19,Menilmontant,Paris,2,50
2015-02-03,Popincourt,Paris,2,54
2017-04-19,Gobelins,Paris,2,195
2013-03-05,Enclos-St-Laurent,Paris,2,119
2015-01-05,Popincourt,Paris,2,55
2016-01-18,Batignolles-Monceau,Paris,2,70
2014-02-03,Buttes-Montmartre,Paris,2,70
2015-07-01,Buttes-Montmartre,Paris,2,90
2015-03-22,Popincourt,Paris,2,60
2015-11-19,Buttes-Chaumont,Paris,2,40
2014-05-27,Buttes-Chaumont,Paris,2,45
2014-08-10,Batignolles-Monceau,Paris,2,51
2012-05-01,Enclos-St-Laurent,Paris,2,55
2016-06-20,Popincourt,Paris,2,50
2015-08-25,Gobelins,Paris,2,45
2017-12-22,Buttes-Chaumont,Paris,2,79
2012-05-29,Buttes-Montmartre,Paris,2,40
2017-01-02,Reuilly,Paris,2,40
2016-01-03,Menilmontant,Paris,2,40
2016-06-02,Buttes-Chaumont,Paris,2,73
2015-10-11,Buttes-Montmartre,Paris,2,70
2015-07-05,Reuilly,Paris,2,65
2018-06-30,Batignolles-Monceau,Paris,2,98
2015-02-17,Passy,Paris,2,60
2015-10-17,Batignolles-Monceau,Paris,2,65
2016-06-18,Buttes-Chaumont,Paris,2,40
2014-05-19,Buttes-Montmartre,Paris,2,60
2015-07-17,Buttes-Montmartre,Paris,2,80
2012-12-13,Buttes-Montmartre,Paris,2,80
2015-06-02,Batignolles-Monceau,Paris,2,68
2016-07-01,Popincourt,Paris,2,55
2015-12-20,Buttes-Montmartre,Paris,2,90
2012-12-14,Enclos-St-Laurent,Paris,2,132
2013-04-19,Enclos-St-Laurent,Paris,2,79
2014-01-18,Passy,Paris,2,90
2014-04-30,Menilmontant,Paris,2,80
2012-11-01,Menilmontant,Paris,2,83
2014-07-15,Popincourt,Paris,2,68
2014-11-23,Buttes-Chaumont,Paris,2,53
2011-11-25,Observatoire,Paris,2,75
2015-03-02,Opera,Paris,2,90
2014-06-22,Gobelins,Paris,2,75
2015-04-15,Buttes-Montmartre,Paris,2,125
2015-04-21,Batignolles-Monceau,Paris,2,50
2015-05-06,Popincourt,Paris,2,70
2013-05-01,Enclos-St-Laurent,Paris,2,45
2015-06-28,Vaugirard,Paris,2,75
2015-06-19,Popincourt,Paris,2,60
2014-11-13,Buttes-Chaumont,Paris,2,50
2012-03-05,Vaugirard,Paris,2,60
2014-06-05,Buttes-Montmartre,Paris,2,79
2014-02-10,Popincourt,Paris,2,54
2015-08-04,Enclos-St-Laurent,Paris,2,58
2015-07-27,Louvre,Paris,2,106
2015-01-15,Buttes-Chaumont,Paris,2,70
2015-10-04,Temple,Paris,2,80
2014-07-03,Menilmontant,Paris,2,65
2015-08-22,Passy,Paris,2,75
2014-08-14,Buttes-Chaumont,Paris,2,50
2012-07-11,Opera,Paris,2,75
2013-02-12,Batignolles-Monceau,Paris,2,55
2015-12-24,Enclos-St-Laurent,Paris,2,80
2012-03-19,Buttes-Montmartre,Paris,2,80
2016-01-31,Menilmontant,Paris,2,30
2013-09-23,Enclos-St-Laurent,Paris,2,50
2013-09-02,Popincourt,Paris,2,46
2014-08-10,Enclos-St-Laurent,Paris,2,89
2013-03-06,Menilmontant,Paris,2,68
2017-01-04,Buttes-Chaumont,Paris,2,109
2017-05-06,Vaugirard,Paris,2,55
2014-01-28,Buttes-Chaumont,Paris,2,72
2014-04-07,Enclos-St-Laurent,Paris,2,51
2015-03-21,Buttes-Chaumont,Paris,2,80
2013-06-18,Menilmontant,Paris,2,120
2016-05-13,Observatoire,Paris,2,90
2018-03-31,Batignolles-Monceau,Paris,2,85
2014-01-28,Buttes-Montmartre,Paris,2,100
2015-11-25,Enclos-St-Laurent,Paris,2,90
2018-03-25,Buttes-Montmartre,Paris,2,65
2015-05-04,Buttes-Chaumont,Paris,2,85
2017-05-17,Vaugirard,Paris,2,175
2018-05-30,Gobelins,Paris,2,60
2012-05-30,Vaugirard,Paris,2,98
2015-07-18,Buttes-Chaumont,Paris,2,119
2012-08-04,Enclos-St-Laurent,Paris,2,98
2014-05-11,Buttes-Montmartre,Paris,2,48
2015-08-02,Buttes-Chaumont,Paris,2,85
2019-07-31,Buttes-Chaumont,Paris,2,125
2013-08-31,Buttes-Chaumont,Paris,2,100
2015-04-26,Buttes-Chaumont,Paris,2,60
2014-06-14,Gobelins,Paris,2,100
2015-08-05,Popincourt,Paris,2,85
2013-01-13,Enclos-St-Laurent,Paris,2,75
2015-05-20,Popincourt,Paris,2,55
2016-01-31,Vaugirard,Paris,2,120
2016-12-04,Menilmontant,Paris,2,65
2012-07-09,Buttes-Montmartre,Paris,2,38
2016-03-03,Menilmontant,Paris,2,65
2017-07-16,Popincourt,Paris,2,170
